intensity,laser_id,azimuth,distance_m,adjustedtime,timestamp,vertical_angle,Point ID,Block Number
5,0,15,1.954,564089914,564089914,-15,0,1
100,1,16,2.132,564089916,564089916,1,1,1
96,2,17,2.186,564089919,564089919,-13,2,1
100,3,17,2.128,564089921,564089921,3,3,1
100,4,18,2.154,564089923,564089923,-11,4,1
100,5,19,2.13,564089926,564089926,5,5,1
75,6,20,2.056,564089928,564089928,-9,6,1
99,7,21,2.166,564089930,564089930,7,7,1
100,8,22,2.138,564089932,564089932,-7,8,1
100,9,22,2.162,564089935,564089935,9,9,1
100,10,23,2.116,564089937,564089937,-5,10,1
100,11,24,2.17,564089939,564089939,11,11,1
98,12,25,2.13,564089942,564089942,-3,12,1
100,13,26,2.196,564089944,564089944,13,13,1
100,14,27,2.108,564089946,564089946,-1,14,1
100,15,27,2.206,564089949,564089949,15,15,1
5,0,35,1.96,564089969,564089969,-15,16,1
100,1,36,2.126,564089972,564089972,1,17,1
100,2,37,2.17,564089974,564089974,-13,18,1
100,3,38,2.136,564089976,564089976,3,19,1
100,4,38,2.154,564089979,564089979,-11,20,1
100,5,39,2.138,564089981,564089981,5,21,1
82,6,40,2.042,564089983,564089983,-9,22,1
99,7,41,2.148,564089985,564089985,7,23,1
100,8,42,2.13,564089988,564089988,-7,24,1
100,9,43,2.162,564089990,564089990,9,25,1
100,10,43,2.128,564089992,564089992,-5,26,1
100,11,44,2.154,564089995,564089995,11,27,1
100,12,45,2.122,564089997,564089997,-3,28,1
100,13,46,2.192,564089999,564089999,13,29,1
100,14,47,2.104,564090002,564090002,-1,30,1
100,15,48,2.206,564090004,564090004,15,31,1
5,0,55,1.964,564090025,564090025,-15,32,1
100,1,56,2.12,564090027,564090027,1,33,1
96,2,57,2.162,564090029,564090029,-13,34,1
100,3,57,2.132,564090032,564090032,3,35,1
100,4,58,2.158,564090034,564090034,-11,36,1
100,5,59,2.14,564090036,564090036,5,37,1
78,6,60,2.044,564090038,564090038,-9,38,1
99,7,61,2.14,564090041,564090041,7,39,1
100,8,62,2.13,564090043,564090043,-7,40,1
100,9,63,2.162,564090045,564090045,9,41,1
100,10,63,2.124,564090048,564090048,-5,42,1
100,11,64,2.154,564090050,564090050,11,43,1
100,12,65,2.106,564090052,564090052,-3,44,1
100,13,66,2.194,564090055,564090055,13,45,1
100,14,67,2.112,564090057,564090057,-1,46,1
100,15,67,2.198,564090059,564090059,15,47,1
5,0,75,1.96,564090080,564090080,-15,48,1
100,1,76,2.126,564090082,564090082,1,49,1
96,2,77,2.158,564090084,564090084,-13,50,1
100,3,77,2.116,564090087,564090087,3,51,1
100,4,78,2.146,564090089,564090089,-11,52,1
100,5,79,2.136,564090091,564090091,5,53,1
78,6,80,2.044,564090094,564090094,-9,54,1
100,7,81,2.14,564090096,564090096,7,55,1
100,8,82,2.116,564090098,564090098,-7,56,1
100,9,83,2.154,564090101,564090101,9,57,1
100,10,83,2.12,564090103,564090103,-5,58,1
100,11,84,2.15,564090105,564090105,11,59,1
98,12,85,2.102,564090108,564090108,-3,60,1
100,13,86,2.178,564090110,564090110,13,61,1
100,14,87,2.098,564090112,564090112,-1,62,1
100,15,87,2.206,564090114,564090114,15,63,1
5,0,95,1.968,564090135,564090135,-15,64,1
100,1,96,2.122,564090137,564090137,1,65,1
100,2,97,2.158,564090140,564090140,-13,66,1
100,3,98,2.116,564090142,564090142,3,67,1
100,4,98,2.13,564090144,564090144,-11,68,1
100,5,99,2.132,564090147,564090147,5,69,1
82,6,100,2.046,564090149,564090149,-9,70,1
95,7,101,2.146,564090151,564090151,7,71,1
100,8,102,2.116,564090154,564090154,-7,72,1
100,9,102,2.142,564090156,564090156,9,73,1
100,10,103,2.112,564090158,564090158,-5,74,1
100,11,104,2.156,564090161,564090161,11,75,1
98,12,105,2.106,564090163,564090163,-3,76,1
100,13,106,2.172,564090165,564090165,13,77,1
100,14,107,2.092,564090167,564090167,-1,78,1
100,15,108,2.198,564090170,564090170,15,79,1
4,0,115,1.966,564090190,564090190,-15,80,1
100,1,116,2.114,564090193,564090193,1,81,1
99,2,117,2.162,564090195,564090195,-13,82,1
100,3,117,2.116,564090197,564090197,3,83,1
100,4,118,2.13,564090200,564090200,-11,84,1
100,5,119,2.12,564090202,564090202,5,85,1
82,6,120,2.038,564090204,564090204,-9,86,1
99,7,121,2.144,564090207,564090207,7,87,1
100,8,122,2.116,564090209,564090209,-7,88,1
100,9,123,2.146,564090211,564090211,9,89,1
100,10,123,2.102,564090214,564090214,-5,90,1
100,11,124,2.154,564090216,564090216,11,91,1
100,12,125,2.106,564090218,564090218,-3,92,1
100,13,126,2.18,564090220,564090220,13,93,1
100,14,127,2.09,564090223,564090223,-1,94,1
100,15,128,2.178,564090225,564090225,15,95,1
4,0,135,1.962,564090246,564090246,-15,96,1
100,1,136,2.094,564090248,564090248,1,97,1
99,2,137,2.158,564090250,564090250,-13,98,1
100,3,137,2.116,564090253,564090253,3,99,1
100,4,138,2.13,564090255,564090255,-11,100,1
100,5,139,2.106,564090257,564090257,5,101,1
87,6,140,2.032,564090260,564090260,-9,102,1
100,7,141,2.136,564090262,564090262,7,103,1
100,8,142,2.12,564090264,564090264,-7,104,1
100,9,142,2.15,564090267,564090267,9,105,1
100,10,143,2.106,564090269,564090269,-5,106,1
100,11,144,2.138,564090271,564090271,11,107,1
98,12,145,2.098,564090273,564090273,-3,108,1
100,13,146,2.176,564090276,564090276,13,109,1
100,14,147,2.09,564090278,564090278,-1,110,1
100,15,148,2.174,564090280,564090280,15,111,1
5,0,155,1.962,564090301,564090301,-15,112,1
100,1,156,2.102,564090303,564090303,1,113,1
100,2,157,2.146,564090306,564090306,-13,114,1
100,3,157,2.116,564090308,564090308,3,115,1
100,4,158,2.134,564090310,564090310,-11,116,1
100,5,159,2.112,564090313,564090313,5,117,1
99,6,160,2.036,564090315,564090315,-9,118,1
100,7,161,2.134,564090317,564090317,7,119,1
100,8,162,2.116,564090320,564090320,-7,120,1
100,9,162,2.142,564090322,564090322,9,121,1
100,10,163,2.102,564090324,564090324,-5,122,1
100,11,164,2.134,564090326,564090326,11,123,1
98,12,165,2.09,564090329,564090329,-3,124,1
100,13,166,2.172,564090331,564090331,13,125,1
100,14,167,2.092,564090333,564090333,-1,126,1
100,15,168,2.186,564090336,564090336,15,127,1
5,0,174,1.972,564090356,564090356,-15,128,1
100,1,175,2.098,564090359,564090359,1,129,1
100,2,176,2.142,564090361,564090361,-13,130,1
100,3,176,2.104,564090363,564090363,3,131,1
100,4,177,2.126,564090366,564090366,-11,132,1
100,5,178,2.124,564090368,564090368,5,133,1
96,6,179,2.028,564090370,564090370,-9,134,1
100,7,180,2.126,564090372,564090372,7,135,1
100,8,181,2.096,564090375,564090375,-7,136,1
99,9,181,2.138,564090377,564090377,9,137,1
100,10,182,2.104,564090379,564090379,-5,138,1
100,11,183,2.134,564090382,564090382,11,139,1
100,12,184,2.086,564090384,564090384,-3,140,1
100,13,185,2.16,564090386,564090386,13,141,1
100,14,186,2.084,564090389,564090389,-1,142,1
100,15,186,2.19,564090391,564090391,15,143,1
5,0,194,1.96,564090412,564090412,-15,144,1
100,1,195,2.102,564090414,564090414,1,145,1
99,2,196,2.142,564090416,564090416,-13,146,1
100,3,196,2.092,564090419,564090419,3,147,1
100,4,197,2.116,564090421,564090421,-11,148,1
100,5,198,2.112,564090423,564090423,5,149,1
99,6,199,2.04,564090425,564090425,-9,150,1
100,7,200,2.13,564090428,564090428,7,151,1
100,8,201,2.104,564090430,564090430,-7,152,1
100,9,201,2.126,564090432,564090432,9,153,1
100,10,202,2.094,564090435,564090435,-5,154,1
100,11,203,2.142,564090437,564090437,11,155,1
98,12,204,2.09,564090439,564090439,-3,156,1
100,13,205,2.16,564090442,564090442,13,157,1
100,14,206,2.068,564090444,564090444,-1,158,1
100,15,207,2.178,564090446,564090446,15,159,1
5,0,214,1.944,564090467,564090467,-15,160,1
100,1,215,2.094,564090469,564090469,1,161,1
100,2,216,2.142,564090472,564090472,-13,162,1
100,3,217,2.1,564090474,564090474,3,163,1
100,4,217,2.116,564090476,564090476,-11,164,1
100,5,218,2.102,564090478,564090478,5,165,1
96,6,219,2.028,564090481,564090481,-9,166,1
100,7,220,2.134,564090483,564090483,7,167,1
100,8,221,2.1,564090485,564090485,-7,168,1
100,9,221,2.122,564090488,564090488,9,169,1
100,10,222,2.086,564090490,564090490,-5,170,1
100,11,223,2.134,564090492,564090492,11,171,1
100,12,224,2.082,564090495,564090495,-3,172,1
100,13,225,2.16,564090497,564090497,13,173,1
100,14,226,2.068,564090499,564090499,-1,174,1
100,15,226,2.162,564090502,564090502,15,175,1
5,0,234,1.96,564090522,564090522,-15,176,1
100,1,235,2.084,564090525,564090525,1,177,1
96,2,236,2.134,564090527,564090527,-13,178,1
100,3,237,2.1,564090529,564090529,3,179,1
100,4,237,2.114,564090531,564090531,-11,180,1
100,5,238,2.094,564090534,564090534,5,181,1
96,6,239,2.016,564090536,564090536,-9,182,1
100,7,240,2.126,564090538,564090538,7,183,1
100,8,241,2.104,564090541,564090541,-7,184,1
100,9,242,2.126,564090543,564090543,9,185,1
100,10,242,2.082,564090545,564090545,-5,186,1
100,11,243,2.122,564090548,564090548,11,187,1
100,12,244,2.078,564090550,564090550,-3,188,1
100,13,245,2.166,564090552,564090552,13,189,1
100,14,246,2.072,564090555,564090555,-1,190,1
100,15,247,2.162,564090557,564090557,15,191,1
5,0,254,1.956,564090578,564090578,-15,192,1
100,1,255,2.078,564090580,564090580,1,193,1
99,2,256,2.126,564090582,564090582,-13,194,1
100,3,257,2.084,564090584,564090584,3,195,1
100,4,257,2.11,564090587,564090587,-11,196,1
100,5,258,2.1,564090589,564090589,5,197,1
99,6,259,2.016,564090591,564090591,-9,198,1
100,7,260,2.114,564090594,564090594,7,199,1
100,8,261,2.096,564090596,564090596,-7,200,1
100,9,261,2.126,564090598,564090598,9,201,1
100,10,262,2.084,564090601,564090601,-5,202,1
100,11,263,2.122,564090603,564090603,11,203,1
100,12,264,2.07,564090605,564090605,-3,204,1
100,13,265,2.16,564090608,564090608,13,205,1
100,14,266,2.076,564090610,564090610,-1,206,1
100,15,266,2.17,564090612,564090612,15,207,1
5,0,274,1.964,564090633,564090633,-15,208,1
100,1,275,2.086,564090635,564090635,1,209,1
100,2,276,2.122,564090637,564090637,-13,210,1
100,3,277,2.084,564090640,564090640,3,211,1
100,4,277,2.112,564090642,564090642,-11,212,1
100,5,278,2.102,564090644,564090644,5,213,1
99,6,279,2.02,564090647,564090647,-9,214,1
100,7,280,2.11,564090649,564090649,7,215,1
100,8,281,2.08,564090651,564090651,-7,216,1
100,9,282,2.126,564090654,564090654,9,217,1
100,10,282,2.08,564090656,564090656,-5,218,1
100,11,283,2.126,564090658,564090658,11,219,1
100,12,284,2.07,564090660,564090660,-3,220,1
100,13,285,2.146,564090663,564090663,13,221,1
100,14,286,2.064,564090665,564090665,-1,222,1
100,15,287,2.166,564090667,564090667,15,223,1
5,0,295,1.962,564090688,564090688,-15,224,1
100,1,296,2.088,564090690,564090690,1,225,1
100,2,297,2.122,564090693,564090693,-13,226,1
100,3,298,2.084,564090695,564090695,3,227,1
100,4,298,2.096,564090697,564090697,-11,228,1
100,5,299,2.088,564090700,564090700,5,229,1
100,6,300,2.02,564090702,564090702,-9,230,1
100,7,301,2.11,564090704,564090704,7,231,1
100,8,302,2.08,564090707,564090707,-7,232,1
99,9,302,2.102,564090709,564090709,9,233,1
100,10,303,2.074,564090711,564090711,-5,234,1
100,11,304,2.126,564090713,564090713,11,235,1
100,12,305,2.07,564090716,564090716,-3,236,1
100,13,306,2.146,564090718,564090718,13,237,1
100,14,307,2.056,564090720,564090720,-1,238,1
100,15,307,2.158,564090723,564090723,15,239,1
5,0,315,1.952,564090743,564090743,-15,240,1
100,1,316,2.076,564090746,564090746,1,241,1
100,2,317,2.122,564090748,564090748,-13,242,1
100,3,318,2.072,564090750,564090750,3,243,1
100,4,318,2.1,564090753,564090753,-11,244,1
100,5,319,2.08,564090755,564090755,5,245,1
99,6,320,2.012,564090757,564090757,-9,246,1
100,7,321,2.114,564090760,564090760,7,247,1
100,8,322,2.084,564090762,564090762,-7,248,1
100,9,323,2.11,564090764,564090764,9,249,1
100,10,323,2.066,564090766,564090766,-5,250,1
100,11,324,2.126,564090769,564090769,11,251,1
100,12,325,2.074,564090771,564090771,-3,252,1
100,13,326,2.154,564090773,564090773,13,253,1
100,14,327,2.056,564090776,564090776,-1,254,1
100,15,328,2.146,564090778,564090778,15,255,1
5,0,334,1.948,564090799,564090799,-15,256,1
100,1,335,2.068,564090801,564090801,1,257,1
100,2,336,2.122,564090803,564090803,-13,258,1
100,3,337,2.08,564090806,564090806,3,259,1
100,4,337,2.104,564090808,564090808,-11,260,1
100,5,338,2.072,564090810,564090810,5,261,1
100,6,339,2,564090813,564090813,-9,262,1
100,7,340,2.11,564090815,564090815,7,263,1
100,8,341,2.084,564090817,564090817,-7,264,1
100,9,341,2.106,564090819,564090819,9,265,1
100,10,342,2.066,564090822,564090822,-5,266,1
100,11,343,2.114,564090824,564090824,11,267,1
100,12,344,2.062,564090826,564090826,-3,268,1
100,13,345,2.154,564090829,564090829,13,269,1
100,14,346,2.058,564090831,564090831,-1,270,1
100,15,346,2.15,564090833,564090833,15,271,1
5,0,354,1.956,564090854,564090854,-15,272,1
100,1,355,2.064,564090856,564090856,1,273,1
99,2,356,2.106,564090859,564090859,-13,274,1
100,3,357,2.076,564090861,564090861,3,275,1
100,4,357,2.096,564090863,564090863,-11,276,1
100,5,358,2.076,564090866,564090866,5,277,1
96,6,359,1.996,564090868,564090868,-9,278,1
100,7,360,2.098,564090870,564090870,7,279,1
100,8,361,2.076,564090872,564090872,-7,280,1
96,9,362,2.11,564090875,564090875,9,281,1
100,10,362,2.074,564090877,564090877,-5,282,1
100,11,363,2.104,564090879,564090879,11,283,1
100,12,364,2.046,564090882,564090882,-3,284,1
100,13,365,2.146,564090884,564090884,13,285,1
100,14,366,2.06,564090886,564090886,-1,286,1
100,15,367,2.15,564090889,564090889,15,287,1
5,0,374,1.972,564090909,564090909,-15,288,1
100,1,375,2.064,564090912,564090912,1,289,1
100,2,376,2.106,564090914,564090914,-13,290,1
100,3,377,2.06,564090916,564090916,3,291,1
100,4,377,2.088,564090919,564090919,-11,292,1
100,5,378,2.08,564090921,564090921,5,293,1
100,6,379,2,564090923,564090923,-9,294,1
100,7,380,2.094,564090925,564090925,7,295,1
100,8,381,2.068,564090928,564090928,-7,296,1
99,9,381,2.106,564090930,564090930,9,297,1
100,10,382,2.07,564090932,564090932,-5,298,1
100,11,383,2.108,564090935,564090935,11,299,1
100,12,384,2.048,564090937,564090937,-3,300,1
100,13,385,2.134,564090939,564090939,13,301,1
100,14,386,2.048,564090942,564090942,-1,302,1
100,15,386,2.15,564090944,564090944,15,303,1
5,0,394,1.956,564090965,564090965,-15,304,1
100,1,395,2.068,564090967,564090967,1,305,1
100,2,396,2.102,564090969,564090969,-13,306,1
100,3,397,2.06,564090972,564090972,3,307,1
100,4,397,2.076,564090974,564090974,-11,308,1
100,5,398,2.076,564090976,564090976,5,309,1
100,6,399,2,564090978,564090978,-9,310,1
100,7,400,2.098,564090981,564090981,7,311,1
100,8,401,2.068,564090983,564090983,-7,312,1
100,9,401,2.09,564090985,564090985,9,313,1
100,10,402,2.066,564090988,564090988,-5,314,1
100,11,403,2.112,564090990,564090990,11,315,1
100,12,404,2.052,564090992,564090992,-3,316,1
100,13,405,2.126,564090995,564090995,13,317,1
100,14,406,2.042,564090997,564090997,-1,318,1
100,15,406,2.142,564090999,564090999,15,319,1
5,0,414,1.952,564091020,564091020,-15,320,1
100,1,415,2.068,564091022,564091022,1,321,1
100,2,416,2.106,564091025,564091025,-13,322,1
100,3,417,2.06,564091027,564091027,3,323,1
100,4,417,2.08,564091029,564091029,-11,324,1
97,5,418,2.064,564091031,564091031,5,325,1
100,6,419,1.996,564091034,564091034,-9,326,1
100,7,420,2.098,564091036,564091036,7,327,1
100,8,421,2.064,564091038,564091038,-7,328,1
100,9,422,2.094,564091041,564091041,9,329,1
100,10,422,2.05,564091043,564091043,-5,330,1
100,11,423,2.102,564091045,564091045,11,331,1
100,12,424,2.06,564091048,564091048,-3,332,1
100,13,425,2.138,564091050,564091050,13,333,1
100,14,426,2.036,564091052,564091052,-1,334,1
100,15,426,2.134,564091054,564091054,15,335,1
5,0,434,1.964,564091075,564091075,-15,336,1
100,1,435,2.046,564091078,564091078,1,337,1
100,2,436,2.102,564091080,564091080,-13,338,1
100,3,437,2.056,564091082,564091082,3,339,1
100,4,437,2.084,564091084,564091084,-11,340,1
100,5,438,2.06,564091087,564091087,5,341,1
100,6,439,1.98,564091089,564091089,-9,342,1
100,7,440,2.098,564091091,564091091,7,343,1
100,8,441,2.068,564091094,564091094,-7,344,1
100,9,442,2.094,564091096,564091096,9,345,1
100,10,442,2.05,564091098,564091098,-5,346,1
100,11,443,2.096,564091101,564091101,11,347,1
100,12,444,2.044,564091103,564091103,-3,348,1
100,13,445,2.138,564091105,564091105,13,349,1
100,14,446,2.048,564091107,564091107,-1,350,1
100,15,447,2.138,564091110,564091110,15,351,1
5,0,454,1.94,564091131,564091131,-15,352,1
100,1,455,2.05,564091133,564091133,1,353,1
100,2,456,2.09,564091135,564091135,-13,354,1
100,3,457,2.06,564091137,564091137,3,355,1
100,4,457,2.084,564091140,564091140,-11,356,1
100,5,458,2.056,564091142,564091142,5,357,1
100,6,459,1.976,564091144,564091144,-9,358,1
100,7,460,2.086,564091147,564091147,7,359,1
100,8,461,2.064,564091149,564091149,-7,360,1
100,9,462,2.094,564091151,564091151,9,361,1
100,10,462,2.048,564091154,564091154,-5,362,1
100,11,463,2.088,564091156,564091156,11,363,1
100,12,464,2.036,564091158,564091158,-3,364,1
100,13,465,2.13,564091160,564091160,13,365,1
100,14,466,2.048,564091163,564091163,-1,366,1
100,15,466,2.134,564091165,564091165,15,367,1
5,0,474,1.956,564091186,564091186,-15,368,1
100,1,475,2.054,564091188,564091188,1,369,1
99,2,476,2.086,564091190,564091190,-13,370,1
100,3,477,2.048,564091193,564091193,3,371,1
100,4,477,2.076,564091195,564091195,-11,372,1
100,5,478,2.06,564091197,564091197,5,373,1
99,6,479,1.98,564091200,564091200,-9,374,1
100,7,480,2.074,564091202,564091202,7,375,1
100,8,481,2.048,564091204,564091204,-7,376,1
99,9,482,2.09,564091207,564091207,9,377,1
100,10,482,2.05,564091209,564091209,-5,378,1
100,11,483,2.102,564091211,564091211,11,379,1
100,12,484,2.036,564091213,564091213,-3,380,1
100,13,485,2.114,564091216,564091216,13,381,1
100,14,486,2.036,564091218,564091218,-1,382,1
100,15,486,2.138,564091220,564091220,15,383,1
5,0,494,1.952,564091241,564091241,-15,384,1
100,1,495,2.06,564091243,564091243,1,385,1
100,2,496,2.094,564091246,564091246,-13,386,1
100,3,496,2.044,564091248,564091248,3,387,1
100,4,497,2.064,564091250,564091250,-11,388,1
100,5,498,2.052,564091253,564091253,5,389,1
100,6,499,1.984,564091255,564091255,-9,390,1
100,7,500,2.078,564091257,564091257,7,391,1
100,8,501,2.056,564091259,564091259,-7,392,1
100,9,501,2.078,564091262,564091262,9,393,1
100,10,502,2.046,564091264,564091264,-5,394,1
100,11,503,2.092,564091266,564091266,11,395,1
100,12,504,2.044,564091269,564091269,-3,396,1
100,13,505,2.114,564091271,564091271,13,397,1
100,14,506,2.028,564091273,564091273,-1,398,1
100,15,506,2.126,564091276,564091276,15,399,1
5,0,514,1.952,564091296,564091296,-15,400,1
100,1,515,2.044,564091299,564091299,1,401,1
100,2,516,2.09,564091301,564091301,-13,402,1
100,3,517,2.048,564091303,564091303,3,403,1
100,4,517,2.064,564091306,564091306,-11,404,1
100,5,518,2.042,564091308,564091308,5,405,1
99,6,519,1.98,564091310,564091310,-9,406,1
100,7,520,2.082,564091312,564091312,7,407,1
100,8,521,2.052,564091315,564091315,-7,408,1
100,9,522,2.074,564091317,564091317,9,409,1
100,10,522,2.034,564091319,564091319,-5,410,1
100,11,523,2.094,564091322,564091322,11,411,1
100,12,524,2.036,564091324,564091324,-3,412,1
100,13,525,2.114,564091326,564091326,13,413,1
100,14,526,2.028,564091329,564091329,-1,414,1
100,15,527,2.114,564091331,564091331,15,415,1
5,0,534,1.944,564091352,564091352,-15,416,1
100,1,535,2.04,564091354,564091354,1,417,1
100,2,536,2.086,564091356,564091356,-13,418,1
100,3,536,2.044,564091359,564091359,3,419,1
100,4,537,2.068,564091361,564091361,-11,420,1
100,5,538,2.038,564091363,564091363,5,421,1
99,6,539,1.972,564091365,564091365,-9,422,1
100,7,540,2.074,564091368,564091368,7,423,1
100,8,541,2.06,564091370,564091370,-7,424,1
100,9,542,2.078,564091372,564091372,9,425,1
100,10,542,2.034,564091375,564091375,-5,426,1
100,11,543,2.074,564091377,564091377,11,427,1
100,12,544,2.028,564091379,564091379,-3,428,1
100,13,545,2.114,564091382,564091382,13,429,1
100,14,546,2.032,564091384,564091384,-1,430,1
100,15,546,2.114,564091386,564091386,15,431,1
5,0,554,1.952,564091407,564091407,-15,432,1
100,1,555,2.036,564091409,564091409,1,433,1
100,2,556,2.066,564091411,564091411,-13,434,1
100,3,556,2.044,564091414,564091414,3,435,1
100,4,557,2.068,564091416,564091416,-11,436,1
100,5,558,2.056,564091418,564091418,5,437,1
100,6,559,1.968,564091421,564091421,-9,438,1
100,7,560,2.054,564091423,564091423,7,439,1
100,8,561,2.048,564091425,564091425,-7,440,1
99,9,562,2.082,564091428,564091428,9,441,1
100,10,562,2.034,564091430,564091430,-5,442,1
100,11,563,2.078,564091432,564091432,11,443,1
100,12,564,2.02,564091435,564091435,-3,444,1
100,13,565,2.114,564091437,564091437,13,445,1
100,14,566,2.032,564091439,564091439,-1,446,1
100,15,566,2.118,564091441,564091441,15,447,1
5,0,574,1.964,564091462,564091462,-15,448,1
100,1,575,2.038,564091464,564091464,1,449,1
100,2,576,2.066,564091467,564091467,-13,450,1
100,3,577,2.03,564091469,564091469,3,451,1
100,4,577,2.052,564091471,564091471,-11,452,1
100,5,578,2.056,564091474,564091474,5,453,1
100,6,579,1.972,564091476,564091476,-9,454,1
100,7,580,2.058,564091478,564091478,7,455,1
100,8,581,2.036,564091481,564091481,-7,456,1
100,9,581,2.07,564091483,564091483,9,457,1
100,10,582,2.038,564091485,564091485,-5,458,1
100,11,583,2.082,564091488,564091488,11,459,1
100,12,584,2.024,564091490,564091490,-3,460,1
100,13,585,2.106,564091492,564091492,13,461,1
100,14,586,2.02,564091494,564091494,-1,462,1
100,15,587,2.118,564091497,564091497,15,463,1
5,0,594,1.956,564091517,564091517,-15,464,1
100,1,595,2.036,564091520,564091520,1,465,1
99,2,596,2.078,564091522,564091522,-13,466,1
100,3,596,2.034,564091524,564091524,3,467,1
100,4,597,2.044,564091527,564091527,-11,468,1
100,5,598,2.052,564091529,564091529,5,469,1
100,6,599,1.968,564091531,564091531,-9,470,1
100,7,600,2.062,564091534,564091534,7,471,1
100,8,601,2.036,564091536,564091536,-7,472,1
100,9,602,2.058,564091538,564091538,9,473,1
100,10,602,2.03,564091541,564091541,-5,474,1
100,11,603,2.084,564091543,564091543,11,475,1
100,12,604,2.026,564091545,564091545,-3,476,1
100,13,605,2.094,564091547,564091547,13,477,1
100,14,606,2.014,564091550,564091550,-1,478,1
100,15,607,2.114,564091552,564091552,15,479,1
5,0,614,1.944,564091573,564091573,-15,480,1
100,1,615,2.036,564091575,564091575,1,481,1
100,2,616,2.078,564091577,564091577,-13,482,1
100,3,616,2.042,564091580,564091580,3,483,1
100,4,617,2.048,564091582,564091582,-11,484,1
100,5,618,2.032,564091584,564091584,5,485,1
99,6,619,1.964,564091587,564091587,-9,486,1
100,7,620,2.066,564091589,564091589,7,487,1
100,8,621,2.036,564091591,564091591,-7,488,1
100,9,621,2.054,564091594,564091594,9,489,1
100,10,622,2.022,564091596,564091596,-5,490,1
100,11,623,2.076,564091598,564091598,11,491,1
100,12,624,2.024,564091600,564091600,-3,492,1
100,13,625,2.098,564091603,564091603,13,493,1
100,14,626,2.014,564091605,564091605,-1,494,1
100,15,627,2.102,564091607,564091607,15,495,1
5,0,634,1.94,564091628,564091628,-15,496,1
100,1,635,2.022,564091630,564091630,1,497,1
99,2,636,2.07,564091633,564091633,-13,498,1
100,3,636,2.042,564091635,564091635,3,499,1
100,4,637,2.048,564091637,564091637,-11,500,1
100,5,638,2.036,564091640,564091640,5,501,1
100,6,639,1.952,564091642,564091642,-9,502,1
100,7,640,2.054,564091644,564091644,7,503,1
100,8,641,2.04,564091647,564091647,-7,504,1
100,9,641,2.062,564091649,564091649,9,505,1
100,10,642,2.018,564091651,564091651,-5,506,1
100,11,643,2.06,564091653,564091653,11,507,1
100,12,644,2.014,564091656,564091656,-3,508,1
100,13,645,2.102,564091658,564091658,13,509,1
100,14,646,2.016,564091660,564091660,-1,510,1
100,15,647,2.102,564091663,564091663,15,511,1
5,0,652,1.948,564091683,564091683,-15,512,1
100,1,653,2.016,564091686,564091686,1,513,1
93,2,654,2.058,564091688,564091688,-13,514,1
100,3,654,2.026,564091690,564091690,3,515,1
100,4,655,2.042,564091693,564091693,-11,516,1
100,5,656,2.036,564091695,564091695,5,517,1
99,6,657,1.956,564091697,564091697,-9,518,1
100,7,658,2.038,564091699,564091699,7,519,1
100,8,659,2.032,564091702,564091702,-7,520,1
100,9,659,2.062,564091704,564091704,9,521,1
100,10,660,2.026,564091706,564091706,-5,522,1
100,11,661,2.058,564091709,564091709,11,523,1
100,12,662,2.002,564091711,564091711,-3,524,1
100,13,663,2.098,564091713,564091713,13,525,1
100,14,664,2.016,564091716,564091716,-1,526,1
100,15,664,2.102,564091718,564091718,15,527,1
5,0,672,1.948,564091739,564091739,-15,528,1
100,1,673,2.022,564091741,564091741,1,529,1
99,2,674,2.058,564091743,564091743,-13,530,1
100,3,674,2.018,564091746,564091746,3,531,1
100,4,675,2.038,564091748,564091748,-11,532,1
100,5,676,2.04,564091750,564091750,5,533,1
99,6,677,1.956,564091752,564091752,-9,534,1
100,7,678,2.034,564091755,564091755,7,535,1
100,8,679,2.018,564091757,564091757,-7,536,1
100,9,679,2.058,564091759,564091759,9,537,1
100,10,680,2.034,564091762,564091762,-5,538,1
100,11,681,2.068,564091764,564091764,11,539,1
100,12,682,2.006,564091766,564091766,-3,540,1
100,13,683,2.082,564091769,564091769,13,541,1
100,14,684,2.012,564091771,564091771,-1,542,1
100,15,685,2.102,564091773,564091773,15,543,1
5,0,692,1.94,564091794,564091794,-15,544,1
100,1,693,2.02,564091796,564091796,1,545,1
96,2,694,2.058,564091799,564091799,-13,546,1
100,3,695,2.014,564091801,564091801,3,547,1
100,4,695,2.022,564091803,564091803,-11,548,1
100,5,696,2.036,564091805,564091805,5,549,1
100,6,697,1.956,564091808,564091808,-9,550,1
100,7,698,2.042,564091810,564091810,7,551,1
100,8,699,2.02,564091812,564091812,-7,552,1
100,9,699,2.042,564091815,564091815,9,553,1
100,10,700,2.022,564091817,564091817,-5,554,1
100,11,701,2.066,564091819,564091819,11,555,1
100,12,702,2.008,564091822,564091822,-3,556,1
100,13,703,2.082,564091824,564091824,13,557,1
100,14,704,1.992,564091826,564091826,-1,558,1
100,15,704,2.098,564091829,564091829,15,559,1
5,0,712,1.94,564091849,564091849,-15,560,1
100,1,713,2.012,564091852,564091852,1,561,1
99,2,714,2.062,564091854,564091854,-13,562,1
100,3,715,2.014,564091856,564091856,3,563,1
95,4,715,2.02,564091858,564091858,-11,564,1
100,5,716,2.012,564091861,564091861,5,565,1
100,6,717,1.956,564091863,564091863,-9,566,1
100,7,718,2.046,564091865,564091865,7,567,1
100,8,719,2.02,564091868,564091868,-7,568,1
