intensity,laser_id,azimuth,distance_m,adjustedtime,timestamp,vertical_angle,Point ID,Block Number
100,8,1958,1.904,564095296,564095296,-7,1560,1
100,9,1959,1.934,564095298,564095298,9,1561,1
100,10,1959,1.902,564095300,564095300,-5,1562,1
100,11,1960,1.924,564095303,564095303,11,1563,1
100,12,1961,1.894,564095305,564095305,-3,1564,1
100,13,1962,1.958,564095307,564095307,13,1565,1
100,14,1963,1.896,564095310,564095310,-1,1566,1
100,15,1964,1.962,564095312,564095312,15,1567,1
4,0,1971,1.898,564095333,564095333,-15,1568,1
100,1,1972,1.89,564095335,564095335,1,1569,1
100,2,1973,1.934,564095337,564095337,-13,1570,1
100,3,1973,1.898,564095340,564095340,3,1571,1
100,4,1974,1.862,564095342,564095342,-11,1572,1
100,5,1975,1.908,564095344,564095344,5,1573,1
100,6,1976,1.836,564095346,564095346,-9,1574,1
100,7,1977,1.926,564095349,564095349,7,1575,1
100,8,1978,1.904,564095351,564095351,-7,1576,1
100,9,1979,1.942,564095353,564095353,9,1577,1
100,10,1979,1.898,564095356,564095356,-5,1578,1
100,11,1980,1.93,564095358,564095358,11,1579,1
100,12,1981,1.904,564095360,564095360,-3,1580,1
100,13,1982,1.95,564095363,564095363,13,1581,1
100,14,1983,1.89,564095365,564095365,-1,1582,1
100,15,1983,1.974,564095367,564095367,15,1583,1
4,0,1991,1.906,564095388,564095388,-15,1584,1
100,1,1992,1.89,564095390,564095390,1,1585,1
100,2,1993,1.932,564095392,564095392,-13,1586,1
100,3,1993,1.898,564095395,564095395,3,1587,1
100,4,1994,1.848,564095397,564095397,-11,1588,1
100,5,1995,1.908,564095399,564095399,5,1589,1
100,6,1996,1.848,564095402,564095402,-9,1590,1
100,7,1997,1.93,564095404,564095404,7,1591,1
100,8,1998,1.904,564095406,564095406,-7,1592,1
100,9,1999,1.926,564095409,564095409,9,1593,1
100,10,1999,1.894,564095411,564095411,-5,1594,1
100,11,2000,1.934,564095413,564095413,11,1595,1
100,12,2001,1.9,564095416,564095416,-3,1596,1
100,13,2002,1.95,564095418,564095418,13,1597,1
100,14,2003,1.878,564095420,564095420,-1,1598,1
100,15,2003,1.966,564095422,564095422,15,1599,1
4,0,2011,1.894,564095443,564095443,-15,1600,1
100,1,2012,1.892,564095445,564095445,1,1601,1
100,2,2013,1.942,564095448,564095448,-13,1602,1
100,3,2014,1.91,564095450,564095450,3,1603,1
100,4,2014,1.866,564095452,564095452,-11,1604,1
100,5,2015,1.9,564095455,564095455,5,1605,1
100,6,2016,1.836,564095457,564095457,-9,1606,1
100,7,2017,1.93,564095459,564095459,7,1607,1
100,8,2018,1.9,564095462,564095462,-7,1608,1
100,9,2018,1.93,564095464,564095464,9,1609,1
100,10,2019,1.89,564095466,564095466,-5,1610,1
100,11,2020,1.938,564095469,564095469,11,1611,1
100,12,2021,1.904,564095471,564095471,-3,1612,1
100,13,2022,1.958,564095473,564095473,13,1613,1
100,14,2023,1.882,564095475,564095475,-1,1614,1
100,15,2024,1.958,564095478,564095478,15,1615,1
4,0,2031,1.906,564095498,564095498,-15,1616,1
100,1,2032,1.876,564095501,564095501,1,1617,1
100,2,2033,1.942,564095503,564095503,-13,1618,1
100,3,2033,1.904,564095505,564095505,3,1619,1
95,4,2034,1.868,564095508,564095508,-11,1620,1
100,5,2035,1.9,564095510,564095510,5,1621,1
100,6,2036,1.832,564095512,564095512,-9,1622,1
100,7,2037,1.926,564095515,564095515,7,1623,1
100,8,2038,1.908,564095517,564095517,-7,1624,1
100,9,2039,1.934,564095519,564095519,9,1625,1
100,10,2039,1.888,564095522,564095522,-5,1626,1
100,11,2040,1.924,564095524,564095524,11,1627,1
100,12,2041,1.896,564095526,564095526,-3,1628,1
100,13,2042,1.966,564095528,564095528,13,1629,1
100,14,2043,1.88,564095531,564095531,-1,1630,1
100,15,2044,1.954,564095533,564095533,15,1631,1
5,0,2051,1.908,564095554,564095554,-15,1632,1
100,1,2052,1.876,564095556,564095556,1,1633,1
100,2,2053,1.924,564095558,564095558,-13,1634,1
100,3,2053,1.9,564095561,564095561,3,1635,1
100,4,2054,1.878,564095563,564095563,-11,1636,1
100,5,2055,1.904,564095565,564095565,5,1637,1
100,6,2056,1.836,564095568,564095568,-9,1638,1
100,7,2057,1.918,564095570,564095570,7,1639,1
100,8,2058,1.904,564095572,564095572,-7,1640,1
100,9,2058,1.934,564095575,564095575,9,1641,1
100,10,2059,1.89,564095577,564095577,-5,1642,1
100,11,2060,1.924,564095579,564095579,11,1643,1
100,12,2061,1.888,564095581,564095581,-3,1644,1
100,13,2062,1.954,564095584,564095584,13,1645,1
100,14,2063,1.888,564095586,564095586,-1,1646,1
100,15,2064,1.962,564095588,564095588,15,1647,1
4,0,2071,1.898,564095609,564095609,-15,1648,1
100,1,2072,1.89,564095611,564095611,1,1649,1
100,2,2073,1.93,564095614,564095614,-13,1650,1
100,3,2073,1.888,564095616,564095616,3,1651,1
100,4,2074,1.872,564095618,564095618,-11,1652,1
100,5,2075,1.904,564095621,564095621,5,1653,1
100,6,2076,1.832,564095623,564095623,-9,1654,1
100,7,2077,1.918,564095625,564095625,7,1655,1
100,8,2078,1.892,564095628,564095628,-7,1656,1
100,9,2078,1.938,564095630,564095630,9,1657,1
100,10,2079,1.894,564095632,564095632,-5,1658,1
100,11,2080,1.928,564095634,564095634,11,1659,1
100,12,2081,1.892,564095637,564095637,-3,1660,1
100,13,2082,1.95,564095639,564095639,13,1661,1
100,14,2083,1.88,564095641,564095641,-1,1662,1
100,15,2084,1.972,564095644,564095644,15,1663,1
4,0,2090,1.906,564095664,564095664,-15,1664,1
100,1,2091,1.898,564095667,564095667,1,1665,1
100,2,2092,1.934,564095669,564095669,-13,1666,1
100,3,2092,1.884,564095671,564095671,3,1667,1
100,4,2093,1.858,564095674,564095674,-11,1668,1
100,5,2094,1.904,564095676,564095676,5,1669,1
100,6,2095,1.84,564095678,564095678,-9,1670,1
100,7,2096,1.922,564095680,564095680,7,1671,1
100,8,2097,1.888,564095683,564095683,-7,1672,1
100,9,2097,1.93,564095685,564095685,9,1673,1
100,10,2098,1.89,564095687,564095687,-5,1674,1
100,11,2099,1.934,564095690,564095690,11,1675,1
100,12,2100,1.892,564095692,564095692,-3,1676,1
100,13,2101,1.95,564095694,564095694,13,1677,1
100,14,2102,1.872,564095697,564095697,-1,1678,1
100,15,2102,1.964,564095699,564095699,15,1679,1
4,0,2110,1.898,564095720,564095720,-15,1680,1
100,1,2111,1.884,564095722,564095722,1,1681,1
100,2,2112,1.938,564095724,564095724,-13,1682,1
100,3,2112,1.89,564095727,564095727,3,1683,1
100,4,2113,1.866,564095729,564095729,-11,1684,1
100,5,2114,1.896,564095731,564095731,5,1685,1
100,6,2115,1.84,564095733,564095733,-9,1686,1
100,7,2116,1.93,564095736,564095736,7,1687,1
100,8,2117,1.896,564095738,564095738,-7,1688,1
100,9,2117,1.922,564095740,564095740,9,1689,1
100,10,2118,1.884,564095743,564095743,-5,1690,1
100,11,2119,1.932,564095745,564095745,11,1691,1
100,12,2120,1.9,564095747,564095747,-3,1692,1
100,13,2121,1.95,564095750,564095750,13,1693,1
100,14,2122,1.876,564095752,564095752,-1,1694,1
100,15,2123,1.95,564095754,564095754,15,1695,1
4,0,2130,1.898,564095775,564095775,-15,1696,1
100,1,2131,1.868,564095777,564095777,1,1697,1
100,2,2132,1.934,564095780,564095780,-13,1698,1
100,3,2133,1.906,564095782,564095782,3,1699,1
100,4,2133,1.866,564095784,564095784,-11,1700,1
100,5,2134,1.896,564095786,564095786,5,1701,1
100,6,2135,1.824,564095789,564095789,-9,1702,1
100,7,2136,1.922,564095791,564095791,7,1703,1
100,8,2137,1.904,564095793,564095793,-7,1704,1
100,9,2137,1.93,564095796,564095796,9,1705,1
100,10,2138,1.89,564095798,564095798,-5,1706,1
100,11,2139,1.918,564095800,564095800,11,1707,1
100,12,2140,1.9,564095803,564095803,-3,1708,1
100,13,2141,1.962,564095805,564095805,13,1709,1
100,14,2142,1.878,564095807,564095807,-1,1710,1
100,15,2142,1.954,564095810,564095810,15,1711,1
4,0,2150,1.894,564095830,564095830,-15,1712,1
100,1,2151,1.876,564095833,564095833,1,1713,1
100,2,2152,1.924,564095835,564095835,-13,1714,1
100,3,2153,1.902,564095837,564095837,3,1715,1
100,4,2153,1.866,564095839,564095839,-11,1716,1
100,5,2154,1.896,564095842,564095842,5,1717,1
100,6,2155,1.828,564095844,564095844,-9,1718,1
100,7,2156,1.914,564095846,564095846,7,1719,1
100,8,2157,1.888,564095849,564095849,-7,1720,1
100,9,2158,1.926,564095851,564095851,9,1721,1
100,10,2158,1.886,564095853,564095853,-5,1722,1
100,11,2159,1.916,564095856,564095856,11,1723,1
100,12,2160,1.884,564095858,564095858,-3,1724,1
100,13,2161,1.958,564095860,564095860,13,1725,1
100,14,2162,1.884,564095863,564095863,-1,1726,1
100,15,2163,1.958,564095865,564095865,15,1727,1
4,0,2170,1.89,564095886,564095886,-15,1728,1
100,1,2171,1.876,564095888,564095888,1,1729,1
100,2,2172,1.928,564095890,564095890,-13,1730,1
100,3,2173,1.894,564095892,564095892,3,1731,1
100,4,2173,1.862,564095895,564095895,-11,1732,1
100,5,2174,1.908,564095897,564095897,5,1733,1
100,6,2175,1.832,564095899,564095899,-9,1734,1
100,7,2176,1.914,564095902,564095902,7,1735,1
100,8,2177,1.878,564095904,564095904,-7,1736,1
100,9,2177,1.934,564095906,564095906,9,1737,1
100,10,2178,1.892,564095909,564095909,-5,1738,1
100,11,2179,1.924,564095911,564095911,11,1739,1
100,12,2180,1.888,564095913,564095913,-3,1740,1
100,13,2181,1.95,564095916,564095916,13,1741,1
100,14,2182,1.88,564095918,564095918,-1,1742,1
100,15,2182,1.958,564095920,564095920,15,1743,1
4,0,2190,1.894,564095941,564095941,-15,1744,1
100,1,2191,1.886,564095943,564095943,1,1745,1
100,2,2192,1.934,564095945,564095945,-13,1746,1
100,3,2193,1.894,564095948,564095948,3,1747,1
100,4,2193,1.848,564095950,564095950,-11,1748,1
100,5,2194,1.9,564095952,564095952,5,1749,1
100,6,2195,1.836,564095955,564095955,-9,1750,1
100,7,2196,1.918,564095957,564095957,7,1751,1
100,8,2197,1.878,564095959,564095959,-7,1752,1
100,9,2198,1.922,564095962,564095962,9,1753,1
100,10,2198,1.89,564095964,564095964,-5,1754,1
100,11,2199,1.934,564095966,564095966,11,1755,1
100,12,2200,1.888,564095968,564095968,-3,1756,1
100,13,2201,1.942,564095971,564095971,13,1757,1
100,14,2202,1.87,564095973,564095973,-1,1758,1
100,15,2203,1.958,564095975,564095975,15,1759,1
4,0,2210,1.874,564095996,564095996,-15,1760,1
100,1,2211,1.88,564095998,564095998,1,1761,1
100,2,2212,1.932,564096001,564096001,-13,1762,1
100,3,2213,1.894,564096003,564096003,3,1763,1
100,4,2213,1.858,564096005,564096005,-11,1764,1
100,5,2214,1.888,564096008,564096008,5,1765,1
100,6,2215,1.832,564096010,564096010,-9,1766,1
100,7,2216,1.926,564096012,564096012,7,1767,1
100,8,2217,1.884,564096015,564096015,-7,1768,1
100,9,2217,1.922,564096017,564096017,9,1769,1
100,10,2218,1.88,564096019,564096019,-5,1770,1
100,11,2219,1.93,564096021,564096021,11,1771,1
100,12,2220,1.892,564096024,564096024,-3,1772,1
100,13,2221,1.95,564096026,564096026,13,1773,1
100,14,2222,1.868,564096028,564096028,-1,1774,1
100,15,2222,1.95,564096031,564096031,15,1775,1
4,0,2230,1.89,564096051,564096051,-15,1776,1
100,1,2231,1.87,564096054,564096054,1,1777,1
100,2,2232,1.936,564096056,564096056,-13,1778,1
100,3,2233,1.902,564096058,564096058,3,1779,1
100,4,2233,1.862,564096061,564096061,-11,1780,1
100,5,2234,1.896,564096063,564096063,5,1781,1
100,6,2235,1.824,564096065,564096065,-9,1782,1
100,7,2236,1.918,564096068,564096068,7,1783,1
100,8,2237,1.886,564096070,564096070,-7,1784,1
100,9,2238,1.926,564096072,564096072,9,1785,1
100,10,2238,1.876,564096074,564096074,-5,1786,1
100,11,2239,1.92,564096077,564096077,11,1787,1
100,12,2240,1.892,564096079,564096079,-3,1788,1
100,13,2241,1.954,564096081,564096081,13,1789,1
100,14,2242,1.876,564096084,564096084,-1,1790,1
100,15,2243,1.95,564096086,564096086,15,1791,1
4,0,2250,1.898,564096107,564096107,-15,1792,1
100,1,2251,1.87,564096109,564096109,1,1793,1
100,2,2252,1.912,564096111,564096111,-13,1794,1
100,3,2253,1.898,564096114,564096114,3,1795,1
100,4,2253,1.874,564096116,564096116,-11,1796,1
100,5,2254,1.896,564096118,564096118,5,1797,1
100,6,2255,1.824,564096121,564096121,-9,1798,1
100,7,2256,1.91,564096123,564096123,7,1799,1
100,8,2257,1.886,564096125,564096125,-7,1800,1
100,9,2257,1.93,564096127,564096127,9,1801,1
100,10,2258,1.886,564096130,564096130,-5,1802,1
100,11,2259,1.916,564096132,564096132,11,1803,1
100,12,2260,1.88,564096134,564096134,-3,1804,1
100,13,2261,1.958,564096137,564096137,13,1805,1
100,14,2262,1.876,564096139,564096139,-1,1806,1
100,15,2262,1.95,564096141,564096141,15,1807,1
4,0,2270,1.882,564096162,564096162,-15,1808,1
100,1,2271,1.878,564096164,564096164,1,1809,1
100,2,2272,1.922,564096167,564096167,-13,1810,1
100,3,2273,1.89,564096169,564096169,3,1811,1
100,4,2273,1.86,564096171,564096171,-11,1812,1
100,5,2274,1.9,564096174,564096174,5,1813,1
100,6,2275,1.82,564096176,564096176,-9,1814,1
100,7,2276,1.91,564096178,564096178,7,1815,1
100,8,2277,1.87,564096180,564096180,-7,1816,1
100,9,2278,1.93,564096183,564096183,9,1817,1
100,10,2278,1.888,564096185,564096185,-5,1818,1
100,11,2279,1.92,564096187,564096187,11,1819,1
100,12,2280,1.888,564096190,564096190,-3,1820,1
100,13,2281,1.942,564096192,564096192,13,1821,1
100,14,2282,1.876,564096194,564096194,-1,1822,1
100,15,2283,1.958,564096197,564096197,15,1823,1
4,0,2289,1.89,564096217,564096217,-15,1824,1
100,1,2290,1.884,564096220,564096220,1,1825,1
100,2,2291,1.922,564096222,564096222,-13,1826,1
100,3,2292,1.89,564096224,564096224,3,1827,1
100,4,2292,1.854,564096227,564096227,-11,1828,1
100,5,2293,1.892,564096229,564096229,5,1829,1
100,6,2294,1.832,564096231,564096231,-9,1830,1
100,7,2295,1.918,564096233,564096233,7,1831,1
100,8,2296,1.87,564096236,564096236,-7,1832,1
100,9,2296,1.908,564096238,564096238,9,1833,1
100,10,2297,1.88,564096240,564096240,-5,1834,1
100,11,2298,1.928,564096243,564096243,11,1835,1
100,12,2299,1.888,564096245,564096245,-3,1836,1
100,13,2300,1.946,564096247,564096247,13,1837,1
100,14,2301,1.866,564096250,564096250,-1,1838,1
100,15,2301,1.954,564096252,564096252,15,1839,1
4,0,2309,1.886,564096273,564096273,-15,1840,1
100,1,2310,1.878,564096275,564096275,1,1841,1
100,2,2311,1.928,564096277,564096277,-13,1842,1
100,3,2312,1.89,564096280,564096280,3,1843,1
100,4,2312,1.85,564096282,564096282,-11,1844,1
100,5,2313,1.888,564096284,564096284,5,1845,1
100,6,2314,1.832,564096286,564096286,-9,1846,1
100,7,2315,1.922,564096289,564096289,7,1847,1
100,8,2316,1.874,564096291,564096291,-7,1848,1
100,9,2316,1.922,564096293,564096293,9,1849,1
100,10,2317,1.866,564096296,564096296,-5,1850,1
100,11,2318,1.924,564096298,564096298,11,1851,1
100,12,2319,1.896,564096300,564096300,-3,1852,1
100,13,2320,1.942,564096303,564096303,13,1853,1
100,14,2321,1.874,564096305,564096305,-1,1854,1
100,15,2321,1.946,564096307,564096307,15,1855,1
4,0,2329,1.89,564096328,564096328,-15,1856,1
100,1,2330,1.866,564096330,564096330,1,1857,1
100,2,2331,1.93,564096333,564096333,-13,1858,1
100,3,2332,1.894,564096335,564096335,3,1859,1
100,4,2332,1.862,564096337,564096337,-11,1860,1
100,5,2333,1.892,564096339,564096339,5,1861,1
100,6,2334,1.824,564096342,564096342,-9,1862,1
100,7,2335,1.922,564096344,564096344,7,1863,1
100,8,2336,1.876,564096346,564096346,-7,1864,1
100,9,2337,1.922,564096349,564096349,9,1865,1
100,10,2337,1.874,564096351,564096351,-5,1866,1
100,11,2338,1.916,564096353,564096353,11,1867,1
100,12,2339,1.888,564096356,564096356,-3,1868,1
100,13,2340,1.946,564096358,564096358,13,1869,1
100,14,2341,1.874,564096360,564096360,-1,1870,1
100,15,2341,1.946,564096362,564096362,15,1871,1
4,0,2349,1.886,564096383,564096383,-15,1872,1
100,1,2350,1.874,564096386,564096386,1,1873,1
100,2,2351,1.918,564096388,564096388,-13,1874,1
100,3,2352,1.894,564096390,564096390,3,1875,1
100,4,2352,1.87,564096392,564096392,-11,1876,1
100,5,2353,1.892,564096395,564096395,5,1877,1
100,6,2354,1.82,564096397,564096397,-9,1878,1
100,7,2355,1.91,564096399,564096399,7,1879,1
100,8,2356,1.872,564096402,564096402,-7,1880,1
100,9,2357,1.93,564096404,564096404,9,1881,1
100,10,2357,1.874,564096406,564096406,-5,1882,1
100,11,2358,1.912,564096409,564096409,11,1883,1
100,12,2359,1.88,564096411,564096411,-3,1884,1
100,13,2360,1.954,564096413,564096413,13,1885,1
100,14,2361,1.884,564096415,564096415,-1,1886,1
100,15,2362,1.95,564096418,564096418,15,1887,1
4,0,2369,1.89,564096439,564096439,-15,1888,1
100,1,2370,1.884,564096441,564096441,1,1889,1
100,2,2371,1.92,564096443,564096443,-13,1890,1
100,3,2372,1.886,564096445,564096445,3,1891,1
100,4,2372,1.87,564096448,564096448,-11,1892,1
100,5,2373,1.9,564096450,564096450,5,1893,1
100,6,2374,1.82,564096452,564096452,-9,1894,1
100,7,2375,1.906,564096455,564096455,7,1895,1
100,8,2376,1.868,564096457,564096457,-7,1896,1
100,9,2377,1.926,564096459,564096459,9,1897,1
100,10,2377,1.878,564096462,564096462,-5,1898,1
100,11,2378,1.916,564096464,564096464,11,1899,1
100,12,2379,1.874,564096466,564096466,-3,1900,1
100,13,2380,1.938,564096468,564096468,13,1901,1
100,14,2381,1.874,564096471,564096471,-1,1902,1
100,15,2381,1.954,564096473,564096473,15,1903,1
4,0,2389,1.886,564096494,564096494,-15,1904,1
100,1,2390,1.89,564096496,564096496,1,1905,1
100,2,2391,1.924,564096498,564096498,-13,1906,1
100,3,2392,1.886,564096501,564096501,3,1907,1
100,4,2392,1.854,564096503,564096503,-11,1908,1
100,5,2393,1.896,564096505,564096505,5,1909,1
100,6,2394,1.836,564096508,564096508,-9,1910,1
100,7,2395,1.914,564096510,564096510,7,1911,1
100,8,2396,1.87,564096512,564096512,-7,1912,1
100,9,2397,1.914,564096515,564096515,9,1913,1
100,10,2397,1.878,564096517,564096517,-5,1914,1
100,11,2398,1.922,564096519,564096519,11,1915,1
100,12,2399,1.882,564096521,564096521,-3,1916,1
100,13,2400,1.942,564096524,564096524,13,1917,1
100,14,2401,1.866,564096526,564096526,-1,1918,1
100,15,2401,1.946,564096528,564096528,15,1919,1
4,0,2409,1.882,564096549,564096549,-15,1920,1
100,1,2410,1.878,564096551,564096551,1,1921,1
100,2,2411,1.93,564096554,564096554,-13,1922,1
100,3,2411,1.89,564096556,564096556,3,1923,1
100,4,2412,1.866,564096558,564096558,-11,1924,1
100,5,2413,1.888,564096561,564096561,5,1925,1
100,6,2414,1.824,564096563,564096563,-9,1926,1
100,7,2415,1.922,564096565,564096565,7,1927,1
100,8,2416,1.87,564096567,564096567,-7,1928,1
100,9,2416,1.922,564096570,564096570,9,1929,1
100,10,2417,1.866,564096572,564096572,-5,1930,1
100,11,2418,1.916,564096574,564096574,11,1931,1
100,12,2419,1.888,564096577,564096577,-3,1932,1
100,13,2420,1.942,564096579,564096579,13,1933,1
100,14,2421,1.864,564096581,564096581,-1,1934,1
100,15,2421,1.946,564096584,564096584,15,1935,1
4,0,2429,1.874,564096604,564096604,-15,1936,1
100,1,2430,1.866,564096607,564096607,1,1937,1
100,2,2431,1.926,564096609,564096609,-13,1938,1
100,3,2432,1.906,564096611,564096611,3,1939,1
100,4,2432,1.866,564096614,564096614,-11,1940,1
100,5,2433,1.884,564096616,564096616,5,1941,1
100,6,2434,1.812,564096618,564096618,-9,1942,1
100,7,2435,1.914,564096620,564096620,7,1943,1
100,8,2436,1.872,564096623,564096623,-7,1944,1
100,9,2437,1.922,564096625,564096625,9,1945,1
100,10,2437,1.866,564096627,564096627,-5,1946,1
100,11,2438,1.912,564096630,564096630,11,1947,1
100,12,2439,1.878,564096632,564096632,-3,1948,1
100,13,2440,1.942,564096634,564096634,13,1949,1
100,14,2441,1.866,564096637,564096637,-1,1950,1
100,15,2442,1.946,564096639,564096639,15,1951,1
4,0,2449,1.874,564096660,564096660,-15,1952,1
100,1,2450,1.866,564096662,564096662,1,1953,1
100,2,2451,1.918,564096664,564096664,-13,1954,1
100,3,2451,1.894,564096667,564096667,3,1955,1
100,4,2452,1.874,564096669,564096669,-11,1956,1
100,5,2453,1.896,564096671,564096671,5,1957,1
100,6,2454,1.816,564096673,564096673,-9,1958,1
100,7,2455,1.902,564096676,564096676,7,1959,1
100,8,2456,1.86,564096678,564096678,-7,1960,1
100,9,2457,1.926,564096680,564096680,9,1961,1
100,10,2457,1.874,564096683,564096683,-5,1962,1
100,11,2458,1.916,564096685,564096685,11,1963,1
100,12,2459,1.87,564096687,564096687,-3,1964,1
100,13,2460,1.942,564096690,564096690,13,1965,1
100,14,2461,1.872,564096692,564096692,-1,1966,1
100,15,2461,1.95,564096694,564096694,15,1967,1
4,0,2469,1.882,564096715,564096715,-15,1968,1
100,1,2470,1.874,564096717,564096717,1,1969,1
100,2,2471,1.916,564096719,564096719,-13,1970,1
100,3,2471,1.878,564096722,564096722,3,1971,1
100,4,2472,1.874,564096724,564096724,-11,1972,1
100,5,2473,1.892,564096726,564096726,5,1973,1
100,6,2474,1.82,564096729,564096729,-9,1974,1
100,7,2475,1.906,564096731,564096731,7,1975,1
100,8,2476,1.85,564096733,564096733,-7,1976,1
100,9,2477,1.916,564096736,564096736,9,1977,1
100,10,2477,1.878,564096738,564096738,-5,1978,1
100,11,2478,1.916,564096740,564096740,11,1979,1
100,12,2479,1.876,564096743,564096743,-3,1980,1
100,13,2480,1.938,564096745,564096745,13,1981,1
100,14,2481,1.874,564096747,564096747,-1,1982,1
100,15,2481,1.954,564096749,564096749,15,1983,1
4,0,2489,1.886,564096770,564096770,-15,1984,1
100,1,2490,1.874,564096772,564096772,1,1985,1
100,2,2491,1.922,564096775,564096775,-13,1986,1
100,3,2492,1.878,564096777,564096777,3,1987,1
100,4,2492,1.872,564096779,564096779,-11,1988,1
100,5,2493,1.892,564096782,564096782,5,1989,1
100,6,2494,1.828,564096784,564096784,-9,1990,1
100,7,2495,1.91,564096786,564096786,7,1991,1
100,8,2496,1.864,564096789,564096789,-7,1992,1
100,9,2496,1.904,564096791,564096791,9,1993,1
100,10,2497,1.878,564096793,564096793,-5,1994,1
100,11,2498,1.926,564096796,564096796,11,1995,1
100,12,2499,1.878,564096798,564096798,-3,1996,1
100,13,2500,1.942,564096800,564096800,13,1997,1
100,14,2501,1.866,564096802,564096802,-1,1998,1
100,15,2502,1.95,564096805,564096805,15,1999,1
4,0,2509,1.87,564096825,564096825,-15,2000,1
100,1,2510,1.874,564096828,564096828,1,2001,1
100,2,2511,1.92,564096830,564096830,-13,2002,1
100,3,2511,1.89,564096832,564096832,3,2003,1
100,4,2512,1.872,564096835,564096835,-11,2004,1
100,5,2513,1.88,564096837,564096837,5,2005,1
100,6,2514,1.824,564096839,564096839,-9,2006,1
100,7,2515,1.91,564096842,564096842,7,2007,1
100,8,2516,1.854,564096844,564096844,-7,2008,1
100,9,2517,1.914,564096846,564096846,9,2009,1
100,10,2517,1.866,564096849,564096849,-5,2010,1
100,11,2518,1.922,564096851,564096851,11,2011,1
100,12,2519,1.888,564096853,564096853,-3,2012,1
100,13,2520,1.938,564096855,564096855,13,2013,1
100,14,2521,1.866,564096858,564096858,-1,2014,1
100,15,2522,1.942,564096860,564096860,15,2015,1
5,0,2529,1.858,564096881,564096881,-15,2016,1
100,1,2530,1.866,564096883,564096883,1,2017,1
100,2,2531,1.92,564096885,564096885,-13,2018,1
100,3,2531,1.89,564096888,564096888,3,2019,1
100,4,2532,1.88,564096890,564096890,-11,2020,1
100,5,2533,1.884,564096892,564096892,5,2021,1
100,6,2534,1.816,564096895,564096895,-9,2022,1
100,7,2535,1.906,564096897,564096897,7,2023,1
100,8,2536,1.858,564096899,564096899,-7,2024,1
100,9,2536,1.914,564096902,564096902,9,2025,1
100,10,2537,1.862,564096904,564096904,-5,2026,1
100,11,2538,1.91,564096906,564096906,11,2027,1
100,12,2539,1.88,564096908,564096908,-3,2028,1
100,13,2540,1.946,564096911,564096911,13,2029,1
100,14,2541,1.872,564096913,564096913,-1,2030,1
100,15,2542,1.946,564096915,564096915,15,2031,1
4,0,2549,1.89,564096936,564096936,-15,2032,1
100,1,2550,1.87,564096938,564096938,1,2033,1
100,2,2551,1.912,564096941,564096941,-13,2034,1
100,3,2551,1.89,564096943,564096943,3,2035,1
100,4,2552,1.888,564096945,564096945,-11,2036,1
100,5,2553,1.888,564096948,564096948,5,2037,1
100,6,2554,1.812,564096950,564096950,-9,2038,1
100,7,2555,1.902,564096952,564096952,7,2039,1
100,8,2556,1.852,564096955,564096955,-7,2040,1
100,9,2556,1.922,564096957,564096957,9,2041,1
100,10,2557,1.87,564096959,564096959,-5,2042,1
100,11,2558,1.91,564096961,564096961,11,2043,1
100,12,2559,1.874,564096964,564096964,-3,2044,1
100,13,2560,1.942,564096966,564096966,13,2045,1
100,14,2561,1.872,564096968,564096968,-1,2046,1
100,15,2562,1.942,564096971,564096971,15,2047,1
4,0,2569,1.89,564096991,564096991,-15,2048,1
100,1,2570,1.864,564096994,564096994,1,2049,1
100,2,2571,1.914,564096996,564096996,-13,2050,1
100,3,2571,1.882,564096998,564096998,3,2051,1
100,4,2572,1.884,564097001,564097001,-11,2052,1
100,5,2573,1.892,564097003,564097003,5,2053,1
100,6,2574,1.82,564097005,564097005,-9,2054,1
100,7,2575,1.902,564097007,564097007,7,2055,1
100,8,2576,1.844,564097010,564097010,-7,2056,1
100,9,2576,1.926,564097012,564097012,9,2057,1
100,10,2577,1.882,564097014,564097014,-5,2058,1
100,11,2578,1.914,564097017,564097017,11,2059,1
100,12,2579,1.87,564097019,564097019,-3,2060,1
100,13,2580,1.934,564097021,564097021,13,2061,1
100,14,2581,1.868,564097024,564097024,-1,2062,1
100,15,2581,1.946,564097026,564097026,15,2063,1
4,0,2589,1.882,564097047,564097047,-15,2064,1
100,1,2590,1.878,564097049,564097049,1,2065,1
100,2,2591,1.918,564097051,564097051,-13,2066,1
100,3,2591,1.878,564097054,564097054,3,2067,1
100,4,2592,1.876,564097056,564097056,-11,2068,1
100,5,2593,1.888,564097058,564097058,5,2069,1
100,6,2594,1.824,564097060,564097060,-9,2070,1
100,7,2595,1.91,564097063,564097063,7,2071,1
100,8,2596,1.84,564097065,564097065,-7,2072,1
100,9,2596,1.898,564097067,564097067,9,2073,1
100,10,2597,1.87,564097070,564097070,-5,2074,1
100,11,2598,1.924,564097072,564097072,11,2075,1
100,12,2599,1.882,564097074,564097074,-3,2076,1
100,13,2600,1.946,564097077,564097077,13,2077,1
100,14,2601,1.862,564097079,564097079,-1,2078,1
100,15,2602,1.95,564097081,564097081,15,2079,1
4,0,2609,1.87,564097102,564097102,-15,2080,1
100,1,2610,1.87,564097104,564097104,1,2081,1
100,2,2611,1.928,564097107,564097107,-13,2082,1
100,3,2612,1.886,564097109,564097109,3,2083,1
100,4,2612,1.882,564097111,564097111,-11,2084,1
100,5,2613,1.884,564097113,564097113,5,2085,1
