# Plane point: [4,012645927765236, 0,5126976884875836, -10,830758144469522]
# Plane normal: [0,013581703279920905, 0,0035751456025533406, 0,9999013729713231]
# Plane equation: 0,013581703279920905x + 0,0035751456025533406y + 0,9999013729713231z  + 10,773358403730688 = 0
3,8941303820649864e-05
0,0035223664014072398
-0,004483155025107877
0,0026451456203684387
0,0037822545850900724
-0,002206711304530984
-0,003676574925773224
0,0013026510246945122
0,0018405496736519922
0,0056586270772580605
0,0015729190383684255
0,006476779171919134
0,0045475579813665234
-0,0018388663004049732
0,004130550784916309
0,0038698968951820234
0,006743374154373427
0,004974244622861335
0,006998970221726353
0,0047804285645991484
0,004510138381171203
0,006144515669918249
0,004766802258412639
0,003729251617091478
0,0025493284111721692
-0,0018371744614089636
0,0011806498634800988
0,005205640626551045
0,005401701896296629
-0,0014243524136574592
-0,0016756802224549006
0,004044999276448635
-0,0037974344329381182
-0,00480870073685935
0,003606194088531467
0,004391439068893277
0,004640762780919516
-0,0037003047708168424
0,003032740221442509
0,0037936893433769825
0,0052242020800363775
0,003941975925561891
0,00507001180252864
0,0033791800138853745
0,0031055640185826405
0,0036295000521402443
-0,003344861571992652
0,0026793932571553825
0,0023988228301821124
-0,0015795640434106417
-0,0042019518989917515
0,00495841243018269
0,004713572996354998
0,0013681131524307943
0,004617453242165226
0,0057358346402356375
0,002822948910917944
-9,319954431497024e-05
0,002671570486848296
-0,0006544051548349472
0,0023213189395931977
0,0038861605340212435
0,0054776211104670125
0,0014642464883234396
0,0005838716485886408
0,0001576973120194225
0,0024765091184750787
0,0002538306479120678
-0,00077383087263172
-0,0014386502338208373
-0,0009380201638702346
0,0012139264500703462
-0,0010846992880466644
0,0007373047599052995
0,0006800014093375495
-0,001984246713043092
-0,0004273910801870784
-0,00103413991805823
-0,0021384369905526057
0,003954330069200651
0,004791177903866739
0,004545325215250529
0,0029070690188799375
0,00047212967974097353
0,003413381545133376
0,003197560294188051
-0,004075243695801589
0,004835816490558642
0,004586355568024558
-3,4186421659754274e-05
-0,0038622427737262655
0,006223615438168295
-0,004580537726074141
-0,003484247830876086
-0,001890640946633937
-6,517761066859862e-06
0,005991958402990605
0,006094307813382827
0,0042101953532522884
0,000687929479809668
0,0018786053258743607
0,0004997983403303152
0,003659343448221719
0,007181616471951813
0,005194141118353812
0,004818980804952133
0,004922330116716722
0,006487272014139123
0,005376738824981686
0,0006022891415113918
0,006009638775289261
0,004665317331498997
0,0007056348781304678
0,002008761212499266
0,006806442576849037
0,005841869823516532
0,000620955114598587
0,00161589550078034
0,007312768684803572
0,00463241711953799
0,005969594742182949
0,005319145836288897
0,0017415947972381218
0,005053536656381752
0,005240597129704483
0,004547156221610393
0,002939521721883054
0,003198498476265854
0,00614073666132775
0,0008377412343403279
-0,0005510425951804621
0,0037782096479510585
0,006346640388761315
0,00664711709609378
-0,00033516130489097407
-0,0017129783956200129
0,004968826873179566
0,006038455159449896
0,006822945065602326
0,005184593797309844
0,003988869723649202
0,005765685001550835
0,0006588219236345338
0,00627192961928813
0,0029613549579501353
-0,00018443307648396967
-0,0005222955572943278
-0,003982197993455117
0,004865409652897057
0,005971452911952113
0,0076196673769430845
0,0045106073912091205
0,0054351361114353125
0,003850980757436062
0,005052637642876334
0,002931230239012095
0,0004465514048703767
0,002689002074500735
0,005257459978718515
0,005547951254024852
0,004676477428100512
0,004460656177156963
0,0025364996839201126
0,002836989972959003
0,004215789808210246
0,003982132970287822
0,004085482282052411
0,004385972571089525
0,0037959909081184406
0,0013745210009847852
0,004010812257689622
0,0011594130200247577
0,005143742247476268
0,001123652135536446
0,0016381775769556128
0,003710362713759352
0,002838793815913121
0,0009146644860837938
0,006372554381524509
-0,00025724530206439056
0,0030446975433484624
-0,0013831493057150368
0,0033351752369537024
0,004131897548294461
0,0025383171085788803
0,0008505235662177313
-0,000463149029499732
0,004244383069176294
0,004928755676667507
0,0036380022472037865
0,0020211442298183613
0,0008299547028798315
0,003953905375571054
-0,0003409551838942093
0,0005490243303203357
0,0031274812482653402
-0,00014443015947485094
0,002621168722013678
-0,00017445802200199978
-0,00024777947124121624
0,0015338600634411392
0,002123965241471737
0,0008199453639363696
0,0006970122287768277
-0,00039027927294554843
-0,0013464357186663278
0,001955503551601012
-0,0007654531680501009
0,0005777171994250097
-0,00046496287901121036
0,0009128470614250261
-4,330938429575326e-05
0,0032586334611170997
0,00025764308699294247
0,002855780179983114
0,003173964423023534
0,00030886774858451815
0,0007079658625528396
0,001496619774666641
0,0009593166544785703
-0,00012799200409219225
-0,0035591845723317306
-0,00267775247778701
-0,0007636257368339727
-0,0012999425373507734
-0,002152803998120234
0,00104585744404595
6,255009022737568e-05
0,0016268128312546537
0,0001659673105081083
-0,0024719881425330215
0,0002016431296318899
0,00035148582282396035
-0,0008587695526092176
-0,0017284567969664266
0,0008104840693281545
-0,002020530778393592
-0,00015667129149399273
0,0005376731663204737
-0,0016011696846316426
-0,0015344676502273558
-0,0006529848040184305
-0,0006343045303456307
-0,000424617192612331
-0,0009015676999215572
-0,0023862748828094027
-0,0016191402634664342
-0,002640398880624062
-0,0002313413158567812
-0,0022847918521762267
-0,0029782291851212506
-0,002256085401366903
-0,004150274790303499
-0,0040175398713344634
-0,004435860318611873
-0,0025565621087011436
-0,00411902769636896
-0,003277226712778969
-0,0004019059323887575
-0,005284885555267849
-0,0016132437590989923
0,0016134065578974344
0,00023572030979579495
0,0004933161798952312
0,0003249901255131249
0,0015896997477593544
0,00212659849534802
0,0018462957164864235
-0,005727358761575374
-0,005215729295294125
0,0021081031997489674
-0,003314666929412624
-0,005752733611862126
-0,003136656079252731
0,001284495727050583
-0,004624908532820271
-0,005778092916440158
-0,002759699981274011
-0,002413710438498029
-0,004622538679456056
-0,0072561537352129335
-0,00010176419608676213
0,0007148956235205617
-0,0018533931809283644
-0,0029924585513683155
-0,0014929009268893623
-0,004248474074238118
-0,004077249986963238
-0,003250923414309881
-0,002471651084615445
-0,005270762387960204
-0,00012927862211320473
-0,0013755612670234285
-0,0035279694268517403
-0,0055033998008156
-0,00455427064611591
-0,002693495785953459
-0,0028250026976337494
-0,0024566206924721
-0,0017395664453303539
-0,0047728001467675085
-0,0063057343225274565
-0,0035903253971021343
2,21121218260123e-05
-0,0033407217950855994
-0,003434807771276027
-0,005570175206010219
0,003798095715154659
-0,005358288170885572
-0,0061193067738916085
0,003853429266769126
-0,0009464797900928801
0,0019297613391575652
-0,004769125598008017
-0,007694251101936445
-0,0018250717485237544
0,00509168403342386
-0,0039012130940943024
-0,001540318011459263
-0,002533236826202767
-0,0019902121031734055
-0,0011672708524965714
0,00037575138700240984
-0,0017050544341277174
-0,003695734973925724
-0,00195904522718493
-0,002505294817863657
-0,0027359046730666137
-0,0049344393525334596
-0,002907786507009291
-0,0005124564705614176
-0,004178181695216665
0,005767749403608136
-0,003398755712249013
-0,003739249414504542
-0,0035072392420989473
-0,004385851843462518
-0,005051617215041659
-0,00031748461394442984
-0,00533150700669438
-0,00437639853149463
0,001712256928003697
-0,003813089861413488
0,004187036375343567
-0,0028109478504969587
0,004447028020896582
-0,005640894555064335
-0,0013653050562858482
-0,004833275375183632
0,004868327433948494
-0,003623094240488456
-0,003276296879578311
-0,004236125496044352
-0,003685883390499356
0,00056123756280968
0,00013933767630902594
-0,0039373905564090705
-0,005497683353841154
-0,0031408236927674693
-0,003391814116437075
-0,007671843132587952
-0,00010217765745856866
-0,005105542709571864
-0,0006272440439829552
-0,004308717793568562
0,0010817417896920034
-0,004258299153221401
-0,0017296556771402294
-0,004821221054111646
-0,004908142311732533
-0,0010097704914109329
-0,004526966090541151
-0,004306823847690211
-0,004292241533157437
-0,00486495733954051
-0,0053168839252411
-0,004518496359164459
-0,0036957950671041573
-0,0035106641297009133
-0,0042691160789232185
-0,00118121445435726
-0,0013219097246679468
-0,0016215233235694626
-0,007599369944003342
-0,004070802992551137
-0,003798706635613769
-0,0005176578815255795
-0,007585950187733559
-0,0049526090831939484
-0,0015532094454187018
-0,005044404676979752
-0,0037535855405170793
-0,004593413381790867
-0,0013642182762882982
-0,0016684031442970593
-0,005086708055822342
-0,007248142388204926
-0,0023338668708490218
-0,004172915731938787
-0,0064860898603793515
-0,0028709296918467686
-0,003008747493371544
-0,004677925035116104
-0,006460526005756861
-0,0025081495997287817
-0,004175395049339059
-0,004237194255887644
-0,0029101826319486435
-0,00439225246893038
-0,003484207643367654
-0,004326774223743612
-0,0026340172637802084
-0,0008901566276868778
-0,004617220242295161
-0,004516287817182274
-0,003728379266215498
-0,004594202573168005
-0,003706418946524792
-0,002100129077870605
-0,0028971239348347666
-0,0029549231236458695
-0,003972396776445564
-0,0042774086028138925
-0,0028657824174178614
0,004977461067145583
-0,004601483192713474
-0,004212882139464469
-0,00013719718230120748
0,0013319161960509973
-0,003352205729022728
-0,004553244862931294
-0,004470370755193187
-0,00046360145735491187
0,006078037581319862
0,006451163419059824
-0,001404886658463056
-0,0015298372614829248
-0,0026797832725353743
-0,0046609851778356415
-0,0018221741564765637
0,0023870889078434487
0,003655360364280824
-0,002156210747322973


RMSE: 0,0036589531972738595
