# Plane point: [-14,909808681818179, -4,213286713926103e-07, 3,2275429213286713];;;;;;;;;;;;;
# Plane normal: [0,00016981476929431533, -0,0012719701574408272, 0,9999991766270924];;;;;;;;;;;;;
# Plane equation: 0,00016981476929431533x + -0,0012719701574408272y + 0,9999991766270924z  + -3,225008358671664 = 0;;;;;;;;;;Max pos distance:;Max neg distance:;RMSE:;Number of points:
-0,00192629;;;;;;;;;;0,014009956;-0,00961564;0,005322059;572
-0,003374132;;;;;;;;;;;;;
-0,002336554;;;;;;;;;;;;;
-0,002031497;;;;;;;;;;;;;
-0,003337243;;;;;;;;;;;;;
-0,003934858;;;;;;;;;;;;;
-0,002819512;;;;;;;;;;;;;
-0,003697402;;;;;;;;;;;;;
-0,004001459;;;;;;;;;;;;;
-0,005050199;;;;;;;;;;;;;
-0,003174143;;;;;;;;;;;;;
-0,002872089;;;;;;;;;;;;;
-0,002059678;;;;;;;;;;;;;
-0,001226901;;;;;;;;;;;;;
-0,001270782;;;;;;;;;;;;;
-0,001612244;;;;;;;;;;;;;
-0,002620133;;;;;;;;;;;;;
-0,004384518;;;;;;;;;;;;;
-0,003496997;;;;;;;;;;;;;
-0,004356331;;;;;;;;;;;;;
-0,003543925;;;;;;;;;;;;;
-0,003510044;;;;;;;;;;;;;
-0,004843183;;;;;;;;;;;;;
-0,004566319;;;;;;;;;;;;;
-0,00351874;;;;;;;;;;;;;
-0,004049777;;;;;;;;;;;;;
-0,004522438;;;;;;;;;;;;;
-0,005120048;;;;;;;;;;;;;
-0,007651868;;;;;;;;;;;;;
-0,005118931;;;;;;;;;;;;;
-0,005041169;;;;;;;;;;;;;
-0,005006288;;;;;;;;;;;;;
-0,00755758;;;;;;;;;;;;;
-0,007849855;;;;;;;;;;;;;
-0,008135718;;;;;;;;;;;;;
-0,008613569;;;;;;;;;;;;;
-0,006777394;;;;;;;;;;;;;
-0,007587269;;;;;;;;;;;;;
-0,009016913;;;;;;;;;;;;;
-0,009148111;;;;;;;;;;;;;
-0,006537413;;;;;;;;;;;;;
-0,007547804;;;;;;;;;;;;;
-0,007824668;;;;;;;;;;;;;
-0,008101534;;;;;;;;;;;;;
-0,008308519;;;;;;;;;;;;;
-0,008021654;;;;;;;;;;;;;
-0,001347925;;;;;;;;;;;;;
-0,006496064;;;;;;;;;;;;;
-0,002098678;;;;;;;;;;;;;
-0,000846372;;;;;;;;;;;;;
-0,001236044;;;;;;;;;;;;;
-0,00787937;;;;;;;;;;;;;
-0,002860431;;;;;;;;;;;;;
-0,007543604;;;;;;;;;;;;;
-0,003005369;;;;;;;;;;;;;
-0,002286857;;;;;;;;;;;;;
-0,000191777;;;;;;;;;;;;;
-0,001647875;;;;;;;;;;;;;
-0,000303662;;;;;;;;;;;;;
9,50E-05;;;;;;;;;;;;;
0,002292962;;;;;;;;;;;;;
-8,89E-05;;;;;;;;;;;;;
-0,002316724;;;;;;;;;;;;;
-0,006889821;;;;;;;;;;;;;
0,000514353;;;;;;;;;;;;;
-0,002573644;;;;;;;;;;;;;
-0,001331224;;;;;;;;;;;;;
-0,002507374;;;;;;;;;;;;;
0,004266158;;;;;;;;;;;;;
0,004552932;;;;;;;;;;;;;
0,005099916;;;;;;;;;;;;;
0,004348163;;;;;;;;;;;;;
0,004780916;;;;;;;;;;;;;
0,004664824;;;;;;;;;;;;;
-0,003173639;;;;;;;;;;;;;
0,002147934;;;;;;;;;;;;;
0,005818457;;;;;;;;;;;;;
0,002181078;;;;;;;;;;;;;
0,000283114;;;;;;;;;;;;;
0,004248845;;;;;;;;;;;;;
0,010531678;;;;;;;;;;;;;
0,010355195;;;;;;;;;;;;;
0,009307655;;;;;;;;;;;;;
0,009603441;;;;;;;;;;;;;
0,009363139;;;;;;;;;;;;;
0,009020867;;;;;;;;;;;;;
0,002434721;;;;;;;;;;;;;
0,009419544;;;;;;;;;;;;;
0,006174047;;;;;;;;;;;;;
0,002342722;;;;;;;;;;;;;
0,01028218;;;;;;;;;;;;;
0,008734093;;;;;;;;;;;;;
0,004951609;;;;;;;;;;;;;
0,008197106;;;;;;;;;;;;;
0,006318248;;;;;;;;;;;;;
0,006103476;;;;;;;;;;;;;
0,008663522;;;;;;;;;;;;;
0,004741282;;;;;;;;;;;;;
0,006178494;;;;;;;;;;;;;
0,007151015;;;;;;;;;;;;;
0,008403322;;;;;;;;;;;;;
0,006578441;;;;;;;;;;;;;
0,006967114;;;;;;;;;;;;;
0,007727864;;;;;;;;;;;;;
0,008090948;;;;;;;;;;;;;
0,000917107;;;;;;;;;;;;;
0,001864758;;;;;;;;;;;;;
0,000817218;;;;;;;;;;;;;
0,000490564;;;;;;;;;;;;;
-0,001059228;;;;;;;;;;;;;
0,002150545;;;;;;;;;;;;;
0,003515739;;;;;;;;;;;;;
0,00305047;;;;;;;;;;;;;
0,004129018;;;;;;;;;;;;;
0,001705396;;;;;;;;;;;;;
0,000965397;;;;;;;;;;;;;
0,007439804;;;;;;;;;;;;;
0,007551687;;;;;;;;;;;;;
0,003579197;;;;;;;;;;;;;
0,000924826;;;;;;;;;;;;;
0,002437332;;;;;;;;;;;;;
-0,004089426;;;;;;;;;;;;;
-0,004415081;;;;;;;;;;;;;
-0,003050888;;;;;;;;;;;;;
-0,002985429;;;;;;;;;;;;;
-0,003986541;;;;;;;;;;;;;
-0,002431891;;;;;;;;;;;;;
-0,001429778;;;;;;;;;;;;;
-0,001143992;;;;;;;;;;;;;
-0,000903684;;;;;;;;;;;;;
0,000236756;;;;;;;;;;;;;
-0,001894743;;;;;;;;;;;;;
0,001165851;;;;;;;;;;;;;
-0,001032107;;;;;;;;;;;;;
0,000281466;;;;;;;;;;;;;
-0,002468316;;;;;;;;;;;;;
-0,003236624;;;;;;;;;;;;;
-0,002765103;;;;;;;;;;;;;
-0,003866372;;;;;;;;;;;;;
0,006040575;;;;;;;;;;;;;
0,007208305;;;;;;;;;;;;;
0,005130652;;;;;;;;;;;;;
0,005195248;;;;;;;;;;;;;
0,006457554;;;;;;;;;;;;;
0,006606727;;;;;;;;;;;;;
0,005520902;;;;;;;;;;;;;
0,005963419;;;;;;;;;;;;;
0,005165379;;;;;;;;;;;;;
0,007113841;;;;;;;;;;;;;
0,002358422;;;;;;;;;;;;;
0,00574965;;;;;;;;;;;;;
0,002276407;;;;;;;;;;;;;
0,002322695;;;;;;;;;;;;;
0,001989619;;;;;;;;;;;;;
0,000802773;;;;;;;;;;;;;
0,007910373;;;;;;;;;;;;;
0,0076137;;;;;;;;;;;;;
0,010163739;;;;;;;;;;;;;
0,008066104;;;;;;;;;;;;;
0,006851949;;;;;;;;;;;;;
0,008763122;;;;;;;;;;;;;
0,007316914;;;;;;;;;;;;;
0,008799546;;;;;;;;;;;;;
0,008476335;;;;;;;;;;;;;
0,009441855;;;;;;;;;;;;;
0,007790877;;;;;;;;;;;;;
0,009256955;;;;;;;;;;;;;
